Gene,Max Cell Type
DUX2,
DUX2,
DUX2,
DUX2,
DUX2,
DUX2,
DUX2,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4,
DUX4L2,
DUX4L2,
DUX4L2,
DUX4L2,
DUX4L2,
DUX4L2,
DUX4L2,
DUX4L2,
DUX4L2,
DUX4L2,
DUX4L3,
DUX4L3,
DUX4L4,
DUX4L5,
DUX4L5,
DUX4L5,
DUX4L6,
DUX4L6,
DUX4L6,
DUX4L6,
DUXA,
DVL1,
DVL2,
DVL3,Human mature astrocytes
DYDC1,
DYDC2,Human Neurons
DYM,
DYNC1H1,Human Neurons
DYNC1I1,Human Neurons
DYNC1I2,Human Oligodendrocytes
DYNC1LI1,Human Neurons
DYNC1LI2,Human Oligodendrocytes
DYNC2H1,
DYNC2LI1,
DYNLL1,Human Neurons
DYNLL2,
DYNLRB1,Human Neurons
DYNLRB2,Human Neurons
DYNLT1,
DYNLT3,Human Neurons
DYRK1A,
DYRK1B,
DYRK2,Human Neurons
DYRK3,
DYRK4,
DYSF,Human Oligodendrocytes
DYTN,
DYX1C1,
DYX1C1-CCPG1,Human mature astrocytes
DZANK1,Human Neurons
DZANK1-AS1,
DZIP1,
DZIP1L,Human Neurons
DZIP3,Human Neurons
E2F1,
E2F2,
E2F3,
E2F4,
E2F5,
E2F6,
E2F7,
E2F8,
E4F1,
EAF1,Human Neurons
EAF2,
EAPP,Human Neurons
EARS2,
EBAG9,
EBF1,Human Endothelial
EBF2,
EBF3,
EBF4,Human Neurons
EBI3,Human Microglia/Macrophage
EBLN1,
EBLN2,
EBNA1BP2,Human Neurons
EBP,
EBPL,
ECD,
ECE1,Human Endothelial
ECE2,Human Neurons
ECEL1,
ECEL1P2,
ECH1,
ECHDC1,
ECHDC2,Human mature astrocytes
ECHDC3,Human Microglia/Macrophage
ECHS1,Human mature astrocytes
ECI1,
ECI2,Human mature astrocytes
ECM1,
ECM2,Human Endothelial
ECRP,Human Microglia/Macrophage
ECSCR,Human Endothelial
ECSIT,
ECT2,
ECT2L,Human Neurons
EDA,
EDA2R,Human Microglia/Macrophage
EDAR,Human Microglia/Macrophage
EDARADD,Human mature astrocytes
EDC3,
EDC4,
EDDM3A,Human Microglia/Macrophage
EDDM3B,
EDEM1,Human Microglia/Macrophage
EDEM2,
EDEM3,
EDF1,
EDIL3,Human Oligodendrocytes
EDN1,Human Endothelial
EDN2,
EDN3,Human Endothelial
EDNRA,Human Endothelial
EDNRB,Human mature astrocytes
EEA1,
EED,
EEF1A1,
EEF1A2,Human Neurons
EEF1B2,
EEF1D,
EEF1DP3,
EEF1E1,Human Neurons
EEF1E1-MUTED,
EEF1G,
EEF2,
EEF2K,Human mature astrocytes
EEFSEC,Human Endothelial
EEPD1,
EFCAB1,
EFCAB10,
EFCAB11,
EFCAB2,
EFCAB3,
EFCAB4A,Human Endothelial
EFCAB4B,Human Microglia/Macrophage
EFCAB5,
EFCAB6,
EFCAB7,Human Neurons
EFCAB9,
EFEMP1,Human mature astrocytes
EFEMP2,Human mature astrocytes
EFHA1,
EFHA2,Human Neurons
EFHB,
EFHC1,
EFHC2,Human mature astrocytes
EFHD1,
EFHD2,Human Microglia/Macrophage
EFNA1,Human Endothelial
EFNA2,
EFNA3,Human Neurons
EFNA4,Human mature astrocytes
EFNA5,
EFNB1,
EFNB2,Human mature astrocytes
EFNB3,Human Neurons
EFR3A,Human Neurons
EFR3B,Human mature astrocytes
EFS,Human Oligodendrocytes
EFTUD1,
EFTUD2,
EGF,Human Neurons
EGFEM1P,Human Neurons
EGFL6,Human Neurons
EGFL7,Human Endothelial
EGFL8,Human Endothelial
EGFL8,Human Endothelial
EGFL8,
EGFL8,Human Endothelial
EGFL8,Human Endothelial
EGFL8,Human Endothelial
EGFL8,Human Endothelial
EGFLAM,Human mature astrocytes
EGFLAM-AS4,
EGLN1,
EGLN2,
EGLN3,Human mature astrocytes
EGOT,Human Neurons
EGR1,Human Microglia/Macrophage
EGR2,Human Microglia/Macrophage
EGR3,Human Microglia/Macrophage
EGR4,Human Neurons
EHBP1,Human Neurons
EHBP1L1,Human Microglia/Macrophage
EHD1,Human mature astrocytes
EHD2,Human Endothelial
EHD3,
EHD4,Human Microglia/Macrophage
EHF,
EHHADH,Human mature astrocytes
EHMT1,Human mature astrocytes
EHMT2,
EHMT2,
EHMT2,
EHMT2,
EHMT2,
EHMT2,
EHMT2,
EI24,
EID1,Human Neurons
EID2,Human Neurons
EID2B,Human Neurons
EID3,
EIF1,Human Microglia/Macrophage
EIF1AD,
EIF1AX,Human Neurons
EIF1AY,Human Neurons
EIF1B,Human Neurons
EIF2A,
EIF2AK1,
EIF2AK2,
EIF2AK3,Human Microglia/Macrophage
EIF2AK4,
EIF2B1,
EIF2B2,
EIF2B3,Human Neurons
EIF2B4,
EIF2B5,
EIF2C1,
EIF2C2,
EIF2C3,
EIF2C4,
EIF2D,Human mature astrocytes
EIF2S1,
EIF2S2,
EIF2S3,Human Microglia/Macrophage
EIF3A,
EIF3B,
EIF3C,
EIF3C,
EIF3CL,Human mature astrocytes
EIF3CL,Human mature astrocytes
EIF3D,
EIF3E,Human Microglia/Macrophage
EIF3F,
EIF3G,
EIF3H,
EIF3I,
EIF3IP1,
EIF3J,
EIF3K,
EIF3L,
EIF3M,
EIF4A1,Human Microglia/Macrophage
EIF4A2,Human Neurons
EIF4A3,Human Microglia/Macrophage
EIF4B,
EIF4E,Human Microglia/Macrophage
EIF4E1B,Human Neurons
EIF4E2,
EIF4E3,Human Neurons
EIF4EBP1,
EIF4EBP2,Human mature astrocytes
EIF4EBP3,
EIF4ENIF1,
EIF4G1,Human mature astrocytes
EIF4G2,
EIF4G3,Human Neurons
EIF4H,
EIF5,Human Microglia/Macrophage
EIF5A,Human Microglia/Macrophage
EIF5A2,Human Neurons
EIF5AL1,
EIF5B,Human Oligodendrocytes
EIF6,
ELAC1,
ELAC2,
ELANE,
ELAVL1,Human Neurons
ELAVL2,Human Neurons
ELAVL3,Human Neurons
ELAVL4,Human Neurons
ELF1,Human Microglia/Macrophage
ELF2,
ELF3,
ELF4,Human Microglia/Macrophage
ELF5,
ELFN1,
ELFN2,
ELK1,Human Neurons
ELK2AP,
ELK3,Human Microglia/Macrophage
ELK4,
ELL,
ELL2,Human Microglia/Macrophage
ELL3,
ELMO1,
ELMO2,Human mature astrocytes
ELMO3,
ELMOD1,Human Neurons
ELMOD2,
ELMOD3,
ELN,
ELOF1,
ELOVL1,Human Oligodendrocytes
ELOVL2,Human mature astrocytes
ELOVL3,
ELOVL4,Human Neurons
ELOVL5,Human mature astrocytes
ELOVL6,Human Neurons
ELOVL7,Human Endothelial
ELP2,Human Neurons
ELP3,
ELP4,Human mature astrocytes
ELSPBP1,
ELTD1,Human Endothelial
EMB,Human Microglia/Macrophage
EMBP1,Human Microglia/Macrophage
EMCN,Human Endothelial
EMD,
EME1,Human Endothelial
EME2,
EMG1,Human Oligodendrocytes
EMID1,Human mature astrocytes
EMID2,Human Endothelial
EMILIN1,
EMILIN2,Human Microglia/Macrophage
EMILIN3,Human Oligodendrocytes
EML1,
EML2,Human Oligodendrocytes
EML3,
EML4,Human Microglia/Macrophage
EML5,Human Neurons
EML6,Human Neurons
EMP1,Human Endothelial
EMP2,Human Endothelial
EMP3,
EMR1,
EMR2,Human Microglia/Macrophage
EMR3,Human Microglia/Macrophage
EMR4P,Human Microglia/Macrophage
EMX1,
EMX2,Human mature astrocytes
EMX2OS,Human mature astrocytes
EN1,
EN2,
ENAH,
ENAM,
ENC1,Human Neurons
ENDOD1,
ENDOG,Human mature astrocytes
ENDOU,Human mature astrocytes
ENDOV,
ENG,Human Endothelial
ENHO,Human mature astrocytes
ENKUR,Human mature astrocytes
ENO1,Human mature astrocytes
ENO1-AS1,
ENO2,Human Neurons
ENO3,Human mature astrocytes
ENO4,
ENOPH1,
ENOSF1,Human Oligodendrocytes
ENOX1,Human Neurons
ENOX2,Human Oligodendrocytes
ENPEP,Human Endothelial
ENPP1,Human Microglia/Macrophage
ENPP2,Human Oligodendrocytes
ENPP3,
ENPP4,Human Oligodendrocytes
ENPP5,
ENPP6,Human Oligodendrocytes
ENPP7,
ENSA,
ENTHD1,
ENTPD1,Human Microglia/Macrophage
ENTPD2,Human mature astrocytes
ENTPD3,Human Neurons
ENTPD3-AS1,Human mature astrocytes
ENTPD4,Human Neurons
ENTPD5,
ENTPD6,Human mature astrocytes
ENTPD7,
ENTPD8,
ENY2,Human Neurons
EOMES,
EP300,Human Microglia/Macrophage
EP400,
EP400NL,
EPAS1,Human Endothelial
EPB41,Human Microglia/Macrophage
EPB41L1,Human Neurons
EPB41L2,Human Microglia/Macrophage
EPB41L3,Human Neurons
EPB41L4A,Human Oligodendrocytes
EPB41L4A-AS1,
EPB41L4B,Human Neurons
EPB41L5,
EPB42,
EPB49,Human Neurons
EPC1,
EPC2,Human Neurons
EPCAM,Human Oligodendrocytes
EPDR1,Human Neurons
EPG5,
EPGN,
EPHA1,
EPHA10,Human Neurons
EPHA2,Human Endothelial
EPHA3,
EPHA4,Human Neurons
EPHA5,Human Neurons
EPHA6,Human Neurons
EPHA7,Human Neurons
EPHA8,
EPHB1,Human mature astrocytes
EPHB2,Human Microglia/Macrophage
EPHB3,Human mature astrocytes
EPHB4,
EPHB6,
EPHX1,Human mature astrocytes
EPHX2,Human mature astrocytes
EPHX3,
EPHX4,Human Neurons
EPM2A,
EPM2AIP1,Human Neurons
EPN1,
EPN2,Human Oligodendrocytes
EPN3,
EPO,
EPOR,Human Microglia/Macrophage
EPPK1,
EPRS,
EPS15,
EPS15L1,
EPS8,
EPS8L1,
EPS8L2,
EPS8L3,
EPSTI1,
EPT1,Human Neurons
EPX,
EPYC,
ERAL1,Human mature astrocytes
ERAP1,
ERAP2,Human Microglia/Macrophage
ERAS,
ERBB2,Human mature astrocytes
ERBB2IP,Human Oligodendrocytes
ERBB4,Human Neurons
ERC1,
ERC2,
ERCC1,Human Microglia/Macrophage
ERCC2,Human mature astrocytes
ERCC3,Human Neurons
ERCC4,
ERCC5,
ERCC6,
ERCC6L,Human mature astrocytes
ERCC8,
EREG,Human Neurons
ERF,Human Endothelial
ERG,Human Endothelial
ERGIC1,
ERGIC2,
ERGIC3,
ERH,Human Neurons
ERI1,
ERI2,Human mature astrocytes
ERI3,Human mature astrocytes
ERICH1,Human Microglia/Macrophage
ERLEC1,Human Neurons
ERLIN1,Human mature astrocytes
ERLIN2,Human mature astrocytes
ERMAP,Human Microglia/Macrophage
ERMN,Human Oligodendrocytes
ERMP1,Human Oligodendrocytes
ERN1,
ERN2,
ERO1L,Human Neurons
ERO1LB,
ERP27,Human Microglia/Macrophage
ERP29,
ERP44,
ERRFI1,
ERV3-1,
ERVFRD-1,Human Microglia/Macrophage
ERVK13-1,
ERVMER34-1,Human Endothelial
ERVV-1,
ERVV-2,
ESAM,Human Endothelial
ESCO1,
ESCO2,
ESD,
ESF1,
ESM1,
ESPL1,
ESPN,
ESPNL,
ESPNP,
ESR1,Human Neurons
ESR2,Human Endothelial
ESRG,
ESRP1,Human Neurons
ESRP2,
ESRRA,Human mature astrocytes
ESRRB,Human Microglia/Macrophage
ESRRG,Human Neurons
ESX1,
ESYT1,
ESYT2,Human Endothelial
ESYT3,Human Neurons
ETAA1,
ETF1,Human Microglia/Macrophage
ETFA,Human mature astrocytes
ETFB,
ETFDH,Human mature astrocytes
ETHE1,
ETNK1,
ETNK2,Human mature astrocytes
ETS1,Human Endothelial
ETS2,Human Microglia/Macrophage
ETV1,Human mature astrocytes
ETV2,
ETV3,Human Microglia/Macrophage
ETV3L,
ETV4,Human mature astrocytes
ETV5,
ETV6,Human Microglia/Macrophage
ETV7,
EVC,Human mature astrocytes
EVC2,Human mature astrocytes
EVI2A,Human Oligodendrocytes
EVI2B,Human Microglia/Macrophage
EVI5,
EVI5L,
EVL,Human Microglia/Macrophage
EVPL,
EVPLL,
EVX1,
EVX2,
EWSR1,
EXD1,
EXD2,Human mature astrocytes
EXD3,
EXO1,Human Neurons
EXOC1,
EXOC2,
EXOC3,
EXOC3L1,
EXOC3L2,
EXOC3L4,
EXOC4,
EXOC5,
EXOC6,Human Neurons
EXOC6B,
EXOC7,Human mature astrocytes
EXOC8,
EXOG,Human Neurons
EXOSC1,Human Neurons
EXOSC10,
EXOSC2,
EXOSC3,
EXOSC4,
EXOSC5,
EXOSC6,
EXOSC7,
EXOSC8,
EXOSC9,
EXPH5,
EXT1,Human Neurons
EXT2,
EXTL1,
EXTL2,Human Neurons
EXTL3,
EYA1,Human mature astrocytes
EYA2,Human mature astrocytes
EYA3,
EYA4,Human Neurons
EYS,Human Neurons
EZH1,
EZH2,Human Microglia/Macrophage
EZR,Human mature astrocytes
F10,
F11,
F11R,
F12,
F2,
F2R,
F2RL1,
F2RL2,Human Neurons
F2RL3,Human Endothelial
F3,Human mature astrocytes
F5,Human Neurons
F7,
F8,Human mature astrocytes
F8A1,
F8A1,Human Neurons
F8A1,Human Neurons
F8A2,
F8A2,
F8A2,
F9,
FA2H,Human Oligodendrocytes
FAAH,
FAAH2,Human Neurons
FABP1,
FABP12,
FABP2,
FABP4,Human Neurons
FABP5,
FABP5P3,
FABP6,Human Neurons
FABP7,
FABP9,
FADD,
FADS1,
FADS2,Human mature astrocytes
FADS3,Human mature astrocytes
FADS6,
FAF1,
FAF2,
FAH,Human mature astrocytes
FAHD1,
FAHD2A,
FAHD2B,
FAIM,
FAIM2,Human Neurons
FAIM3,Human Microglia/Macrophage
FAM100A,
FAM100B,
FAM101A,
FAM101B,
FAM102A,
FAM102B,
FAM103A1,Human Neurons
FAM104A,
FAM104B,
FAM105A,Human Microglia/Macrophage
FAM105B,Human Microglia/Macrophage
FAM106A,Human Neurons
FAM106CP,Human Neurons
FAM107A,Human mature astrocytes
FAM107B,Human Oligodendrocytes
FAM108A1,
FAM108B1,Human Oligodendrocytes
FAM108C1,
FAM109A,
FAM109B,Human Endothelial
FAM110A,Human Microglia/Macrophage
FAM110B,Human Neurons
FAM110C,Human Neurons
FAM110D,Human Endothelial
FAM111A,Human Microglia/Macrophage
FAM111B,
FAM113A,
FAM113B,Human Microglia/Macrophage
FAM114A1,
FAM114A2,
FAM115A,Human Neurons
FAM115C,Human Neurons
FAM116A,
FAM116B,Human mature astrocytes
FAM117A,
FAM117B,Human Neurons
FAM118A,
FAM118B,Human mature astrocytes
FAM120A,
FAM120AOS,
FAM120B,
FAM120C,Human mature astrocytes
FAM122A,
FAM122B,Human Neurons
FAM122C,
FAM123A,
FAM123B,
FAM123C,Human Neurons
FAM124A,Human Oligodendrocytes
FAM124B,Human Endothelial
FAM125A,
FAM125B,
FAM126A,Human Oligodendrocytes
FAM126B,Human Neurons
FAM127A,
FAM127B,
FAM127C,Human Oligodendrocytes
FAM129A,Human Microglia/Macrophage
FAM129B,Human Endothelial
FAM129C,
FAM131A,Human Neurons
FAM131B,
FAM131C,
FAM132A,
FAM133A,Human Neurons
FAM133B,Human Neurons
FAM134A,
FAM134B,
FAM134C,
FAM135A,
FAM135B,Human Neurons
FAM136A,Human Neurons
FAM138A,
FAM138B,
FAM138C,
FAM138D,
FAM138E,
FAM138F,
FAM13A,Human Microglia/Macrophage
FAM13A-AS1,Human Neurons
FAM13B,
FAM13C,
FAM149A,Human Microglia/Macrophage
FAM149B1,
FAM150A,
FAM150B,Human Neurons
FAM151A,
FAM151B,
FAM153A,
FAM153B,Human Endothelial
FAM153C,Human Neurons
FAM154A,
FAM154B,
FAM155A,Human Neurons
FAM155B,
FAM156A,
FAM156A,Human Neurons
FAM156B,Human mature astrocytes
FAM156B,Human Neurons
FAM157A,
FAM157B,
FAM158A,
FAM159A,Human Endothelial
FAM159B,
FAM160A1,
FAM160A2,
FAM160B1,
FAM160B2,
FAM161A,Human Neurons
FAM161B,
FAM162A,Human Neurons
FAM162B,Human Endothelial
FAM163A,
FAM163B,Human Endothelial
FAM165B,
FAM166A,
FAM166B,
FAM167A,Human mature astrocytes
FAM167B,
FAM168A,Human mature astrocytes
FAM168B,Human Neurons
FAM169A,Human Neurons
FAM169B,Human Neurons
FAM170A,
FAM170B,
FAM171A1,Human mature astrocytes
FAM171A2,
FAM171B,Human mature astrocytes
FAM172A,Human Neurons
FAM172BP,
FAM173A,
FAM173B,
FAM174A,Human Neurons
FAM174B,Human Neurons
FAM175A,
FAM175B,Human Neurons
FAM176A,
FAM176B,
FAM177A1,Human Oligodendrocytes
FAM177B,Human Microglia/Macrophage
FAM178A,Human Oligodendrocytes
FAM178B,
FAM179A,Human mature astrocytes
FAM179B,
FAM180A,
FAM180B,
FAM181A,Human mature astrocytes
FAM181A-AS1,
FAM181B,Human mature astrocytes
FAM182A,Human mature astrocytes
FAM182B,Human mature astrocytes
FAM183A,Human Neurons
FAM183B,Human Endothelial
FAM184A,Human mature astrocytes
FAM184B,Human Oligodendrocytes
FAM185A,Human Neurons
FAM186A,
FAM186B,Human Microglia/Macrophage
FAM187B,
FAM188A,
FAM188B,
FAM189A1,Human Neurons
FAM189A2,Human mature astrocytes
FAM189B,Human Neurons
FAM18A,Human Neurons
FAM18B1,
FAM18B2,
FAM18B2-CDRT4,Human Neurons
FAM190A,Human Neurons
FAM190B,
FAM192A,
FAM193A,
FAM193B,Human Endothelial
FAM194A,
FAM194B,
FAM195A,
FAM195B,Human Endothelial
FAM196A,Human Neurons
FAM196B,Human Oligodendrocytes
FAM197Y2P,
FAM197Y2P,
FAM197Y5,
FAM197Y5,
FAM197Y5,
FAM198A,Human mature astrocytes
FAM198B,Human mature astrocytes
FAM199X,
FAM19A1,Human Neurons
FAM19A2,Human Neurons
FAM19A3,
FAM19A4,
FAM19A5,
FAM200A,Human Neurons
FAM200B,Human Neurons
FAM201A,Human Oligodendrocytes
FAM203A,Human mature astrocytes
FAM203A,Human mature astrocytes
FAM204A,
FAM205A,
FAM205B,
FAM206A,
FAM207A,
FAM208A,
FAM208B,
FAM209A,Human Endothelial
FAM209B,Human Microglia/Macrophage
FAM20A,Human Neurons
FAM20B,Human Neurons
FAM20C,
FAM210A,
FAM210B,Human mature astrocytes
FAM211A,Human mature astrocytes
FAM211B,
FAM212A,Human Microglia/Macrophage
FAM212B,
FAM213A,
FAM213B,Human Neurons
FAM214A,
FAM214B,Human mature astrocytes
FAM215A,
FAM216A,Human Neurons
FAM216B,Human Neurons
FAM217A,
FAM217B,
FAM21A,
FAM21B,Human Neurons
FAM21B,
FAM21C,
FAM22A,
FAM22D,
FAM22F,
FAM22G,
FAM24A,
FAM24B,Human Neurons
FAM24B-CUZD1,
FAM25A,
FAM25B,
FAM25B,
FAM25C,
FAM26D,
FAM26E,Human Endothelial
FAM26F,Human Microglia/Macrophage
FAM27A,
FAM27B,
FAM27C,
FAM27L,
FAM32A,
FAM35A,
FAM35B,
FAM35B2,
FAM3A,
FAM3B,Human Microglia/Macrophage
FAM3C,Human Neurons
FAM3D,
FAM40A,
FAM40B,Human mature astrocytes
FAM41AY1,
FAM41AY2,
FAM41C,Human Neurons
FAM43A,
FAM43B,Human mature astrocytes
FAM45A,
FAM45B,
FAM45B,Human mature astrocytes
FAM46A,Human Microglia/Macrophage
FAM46B,
FAM46C,Human Neurons
FAM46D,
FAM47A,
FAM47B,
FAM47C,
FAM47E,Human Neurons
FAM47E-STBD1,
FAM48A,
FAM48B1,Human Neurons
FAM48B2,
FAM49A,Human Neurons
FAM49B,
FAM50A,
FAM50B,Human Neurons
FAM53A,
FAM53B,
FAM53C,Human Microglia/Macrophage
FAM54A,
FAM54B,
FAM55A,
FAM55B,Human mature astrocytes
FAM55C,Human Oligodendrocytes
FAM55D,
FAM57A,
FAM57B,
FAM58A,Human Oligodendrocytes
FAM58BP,
FAM59A,Human mature astrocytes
FAM59B,Human mature astrocytes
FAM5B,Human mature astrocytes
FAM5C,Human mature astrocytes
FAM60A,Human Microglia/Macrophage
FAM63A,
FAM63B,
FAM64A,
FAM65A,Human Endothelial
FAM65B,Human Neurons
FAM65C,Human Endothelial
FAM66A,
FAM66B,
FAM66C,
FAM66D,Human Neurons
FAM66E,Human Neurons
FAM69A,
FAM69B,Human Neurons
FAM69C,Human mature astrocytes
FAM70A,Human Oligodendrocytes
FAM70B,
FAM71A,Human Microglia/Macrophage
FAM71B,
FAM71C,Human Neurons
FAM71D,Human Neurons
FAM71E1,
FAM71E2,
FAM71F1,Human Endothelial
FAM71F2,Human mature astrocytes
FAM72A,Human Microglia/Macrophage
FAM72B,Human Microglia/Macrophage
FAM72D,Human Microglia/Macrophage
FAM73A,
FAM73B,
FAM74A1,Human Neurons
FAM74A2,
FAM74A3,
FAM74A4,
FAM75A1,
FAM75A1,
FAM75A2,
FAM75A2,
FAM75A3,
FAM75A4,
FAM75A5,
FAM75A5,
FAM75A5,
FAM75A6,
FAM75A7,
FAM75A7,
FAM75A7,
FAM75C1,
FAM75C2,
FAM75D1,
FAM75D3,
FAM75D4,
FAM75D5,
FAM76A,
FAM76B,Human Neurons
FAM78A,Human Microglia/Macrophage
FAM78B,Human Neurons
FAM81A,Human Neurons
FAM81B,
FAM82A1,
FAM82A2,
FAM82B,
FAM83A,
FAM83B,
FAM83C,
FAM83D,Human Neurons
FAM83E,
FAM83F,
FAM83G,
FAM83H,Human mature astrocytes
FAM84A,Human Neurons
FAM84B,Human Oligodendrocytes
FAM86A,
FAM86B1,Human mature astrocytes
FAM86B2,
FAM86C1,Human mature astrocytes
FAM86C2P,Human mature astrocytes
FAM86DP,Human Endothelial
FAM86EP,
FAM86FP,
FAM86HP,Human Neurons
FAM89A,Human Endothelial
FAM89B,Human Endothelial
FAM8A1,
FAM90A1,
FAM90A10,
FAM90A10P,
FAM90A14,
FAM90A14,
FAM90A14,
FAM90A19,
FAM90A19,
FAM90A20,
FAM90A25P,
FAM90A27P,
FAM90A2P,
FAM90A5,
FAM90A7,
FAM90A7,
FAM90A7P,
FAM90A7P,
FAM90A8,
FAM90A9,
FAM91A1,Human Microglia/Macrophage
FAM91A2,Human Endothelial
FAM92A1,Human Neurons
FAM92A3,
FAM92B,
FAM95B1,
FAM95B1,
FAM96A,
FAM96B,
FAM98A,
FAM98B,
FAM98C,Human Neurons
FAM99A,
FAM99B,
FAM9A,
FAM9B,
FAM9C,
FAN1,Human Neurons
FANCA,
FANCB,Human Oligodendrocytes
FANCC,Human Oligodendrocytes
FANCD2,Human Microglia/Macrophage
FANCE,
FANCF,Human Neurons
FANCG,
FANCI,
FANCL,Human Neurons
FANCM,
FANK1,
FAP,Human mature astrocytes
FAR1,
FAR2,Human Neurons
FARP1,Human mature astrocytes
FARP2,Human Oligodendrocytes
FARS2,
FARSA,Human mature astrocytes
FARSB,Human Neurons
FAS,Human mature astrocytes
FAS-AS1,Human Microglia/Macrophage
FASLG,
FASN,Human mature astrocytes
FASTK,Human mature astrocytes
FASTKD1,
FASTKD2,Human Neurons
FASTKD3,
FASTKD5,Human Microglia/Macrophage
FAT1,Human mature astrocytes
FAT2,
FAT3,
FAT4,Human Neurons
FATE1,
FAU,
FAXC,Human Neurons
FBF1,
FBL,
FBLIM1,Human Oligodendrocytes
FBLL1,Human Neurons
FBLN1,Human mature astrocytes
FBLN2,
FBLN5,Human Neurons
FBLN7,Human Neurons
FBN1,Human Neurons
FBN2,Human Microglia/Macrophage
FBN3,
FBP1,Human Microglia/Macrophage
FBP2,
FBRS,
FBRSL1,
FBXL12,Human Microglia/Macrophage
FBXL13,
FBXL14,
FBXL15,
FBXL16,Human Neurons
FBXL17,
FBXL18,Human mature astrocytes
FBXL19,
FBXL19-AS1,Human Oligodendrocytes
FBXL2,Human Neurons
FBXL20,
FBXL21,Human Neurons
FBXL22,Human mature astrocytes
FBXL3,
FBXL4,
FBXL5,
FBXL6,Human Endothelial
FBXL7,Human mature astrocytes
FBXL8,
FBXO10,Human mature astrocytes
FBXO11,Human Microglia/Macrophage
FBXO15,
FBXO16,Human Neurons
FBXO17,Human mature astrocytes
FBXO18,
FBXO2,Human mature astrocytes
FBXO21,
FBXO22,Human Neurons
FBXO22-AS1,Human Neurons
FBXO24,
FBXO25,Human Neurons
FBXO27,Human mature astrocytes
FBXO28,Human Neurons
FBXO3,Human Neurons
FBXO30,Human mature astrocytes
FBXO31,
FBXO32,Human Oligodendrocytes
FBXO33,Human Neurons
FBXO34,Human Neurons
FBXO36,Human mature astrocytes
FBXO38,
FBXO39,
FBXO4,
FBXO40,
FBXO41,Human Neurons
FBXO42,
FBXO43,Human mature astrocytes
FBXO44,
FBXO45,
FBXO46,
FBXO47,
FBXO48,Human Neurons
FBXO5,
FBXO6,
FBXO7,Human Oligodendrocytes
FBXO8,Human mature astrocytes
FBXO9,Human Neurons
FBXW10,
FBXW11,
FBXW12,Human Neurons
FBXW2,Human Neurons
FBXW4,
FBXW4P1,
FBXW5,Human Endothelial
FBXW7,Human Neurons
FBXW8,Human mature astrocytes
FBXW9,
FCAMR,
FCAR,Human Microglia/Macrophage
FCER1A,Human Microglia/Macrophage
FCER1G,Human Microglia/Macrophage
FCER2,
FCF1,
FCGBP,Human Microglia/Macrophage
FCGR1A,Human Microglia/Macrophage
FCGR1B,Human Microglia/Macrophage
FCGR1C,Human Microglia/Macrophage
FCGR2A,Human Microglia/Macrophage
FCGR2B,Human Microglia/Macrophage
FCGR2C,Human Microglia/Macrophage
FCGR3A,Human Microglia/Macrophage
FCGRT,Human Microglia/Macrophage
FCHO1,
FCHO2,Human Endothelial
FCHSD1,
FCHSD2,
FCN1,Human Microglia/Macrophage
FCN2,
FCN3,Human Endothelial
FCRL2,
FCRL3,
FCRL4,
FCRL5,
FCRL6,
FCRLA,Human Oligodendrocytes
FCRLB,Human Neurons
FDCSP,
FDFT1,
FDPS,
FDPSL2A,Human Microglia/Macrophage
FDX1,
FDX1L,Human mature astrocytes
FDXACB1,
FDXR,Human mature astrocytes
FECH,
FEM1A,
FEM1B,
FEM1C,Human mature astrocytes
FEN1,Human Neurons
FER,
FER1L4,
FER1L5,
FER1L6,
FER1L6-AS1,
FERD3L,
FERMT1,Human Oligodendrocytes
FERMT2,Human mature astrocytes
FERMT3,Human Microglia/Macrophage
FES,
FETUB,
FEV,
FEZ1,Human Oligodendrocytes
FEZ2,
FEZF1,Human mature astrocytes
FEZF2,Human mature astrocytes
FFAR1,
FFAR2,Human Microglia/Macrophage
FFAR3,Human Microglia/Macrophage
FGA,
FGB,
FGD1,
FGD2,Human Microglia/Macrophage
FGD3,Human Microglia/Macrophage
FGD4,Human Microglia/Macrophage
FGD5,Human Endothelial
FGD5-AS1,
FGD6,Human mature astrocytes
FGF1,Human Oligodendrocytes
FGF10,Human Neurons
FGF11,Human mature astrocytes
FGF12,Human Neurons
FGF13,Human Neurons
FGF14,Human Neurons
FGF14-IT1,Human Neurons
FGF16,
FGF17,Human Neurons
FGF18,
FGF19,
FGF2,Human mature astrocytes
FGF20,Human Microglia/Macrophage
FGF21,
FGF22,
FGF23,
FGF3,
FGF4,
FGF5,Human Neurons
FGF6,
FGF7,
FGF8,
FGF9,Human Neurons
FGFBP1,
FGFBP2,
FGFBP3,
FGFR1,Human mature astrocytes
FGFR1OP,Human Neurons
FGFR1OP2,Human Oligodendrocytes
FGFR2,Human mature astrocytes
FGFR3,Human mature astrocytes
FGFR4,
FGFRL1,Human mature astrocytes
FGG,
FGGY,Human mature astrocytes
FGL1,Human Microglia/Macrophage
FGL2,Human Microglia/Macrophage
FGR,Human Endothelial
FH,
FHAD1,
FHDC1,Human Neurons
FHIT,
FHL1,Human Neurons
FHL2,
FHL3,Human Endothelial
FHL5,Human Endothelial
FHOD1,Human Microglia/Macrophage
FHOD3,Human Neurons
FIBCD1,
FIBIN,Human mature astrocytes
